Produk,Harga_Produk,Produk_Terjual,Lokasi_Toko,E-Commerce
Realme C71 4GB/128GB I 6GB/128GB I 8GB/128GB Garansi Resmi Realme Indonesia,1999000,902.0,jakarta pusat (kota),Shopee
Samsung A07 Ram 4/64GB | Ram 4/128GB I Ram 6/128GB I Ram 8/256GB ( Second ),1427911,12.0,surabaya (kota),Shopee
"Handphone Samsung galaxy A07 4/64, 4/128, 6/128, 8/256 - Garansi Resmi",1635000,39.0,surabaya (kota),Shopee
Samsung Galaxy A36 5G 8GB/256GB Garansi Resmi Samsung Indonesia,4999000,732.0,jakarta pusat (kota),Shopee
Tecno Spark GO 3 4GB/64GB I 4GB/128GB Garansi Resmi Tecno Indonesia,1409000,156.0,jakarta pusat (kota),Shopee
"[NEW LAUNCH] Gaming Smartphone ADVAN X1 | MediaTek Helio G100 | 8GB+8GB/128GB | 6.78"" 120Hz FHD+ | 64MP Sony IMX782 | 18W Fast Charging | Sensor Gyro | NFC | Fingerprint Security | Garansi Resmi 1 Tahun",1899000,139.0,tangerang (kabupaten),Shopee
Samsung Galaxy A07 4/64GB 4/128GB 6/128GB 8/256GB Garansi Resmi,1597000,597.0,jakarta selatan (kota),Shopee
Samsung Galaxy A07 LTE 4G | 5G Original Garansi Resmi SEIN Indonesia - Garansi SEIN 1 Tahun,1708000,440.0,surabaya (kota),Shopee
"[SUPERZOOM FLASHSNAP] TECNO CAMON 50 8GB+8GB*/256GB, 50MP Sony + 8MP Ultra Wide, 32MP Front Camera, 1.5K 144Hz AMOLED, Mediatek Helio G200 Ultimate , IP69K, 45W Ultra Charging, camon50",4299000,518.0,jakarta barat (kota),Shopee
Xiaomi Redmi 15C 8/256GB NFC Garansi Resmi,2249000,921.0,semarang (kota),Shopee
Samsung Galaxy S25 FE 5G 8GB+256GB Display Dynamic LTPO AMOLED 6.7 inches - Exynos 2400 - Camera 50MP - 4900mAh - Garansi Resmi 1 Tahun,8859000,726.0,jakarta barat (kota),Shopee
Apple iPhone 17 256GB Series Garansi Resmi Indonesia,17364000,397.0,jakarta utara (kota),Shopee
Oppo A6 Pro 4G 8/256GB [Garansi Resmi],4499000,37.0,badung (kabupaten),Shopee
Tecno Spark Go 3 - 13MP Camera | 5000mAh [Garansi Resmi],1599000,1.0,gianyar (kabupaten),Shopee
Xiaomi Redmi 15 8/128 NFC Garansi Resmi,2500000,1000.0,semarang (kota),Shopee
[Free Upgrade From 128GB] Samsung Galaxy S25 FE 8/256GB - Jetblack,9999000,981.0,surabaya (kota),Shopee
"Motorola Moto G Power 5G G86 8/256GB Dimensity 7400 6720mAh 6.67"" pOLED 1.5K 120Hz MIL810H MotoAI",3748000,186.0,jakarta utara (kota),Shopee
Xiaomi Redmi A5 Ram 4/128Gb Garansi Resmi,1549000,1000.0,nganjuk (kabupaten),Shopee
Samsung A07 [8/256GB] - [6/128GB] - [4/128GB] - [4/64GB] Garansi Resmi,1663000,149.0,jember (kabupaten),Shopee
Xiaomi Redmi 15 8/128 NFC Garansi Resmi,2500000,1000.0,semarang (kota),Shopee
Tecno Spark Go 3 - 13MP Camera | 5000mAh [Garansi Resmi],1599000,1.0,gianyar (kabupaten),Shopee
Xiaomi Redmi A7 Pro 4G 4/128GB Garansi Resmi,1815000,55.0,semarang (kota),Shopee
Motorola G06 Power 4/128GB NFC Garansi Resmi,1999000,44.0,semarang (kota),Shopee
Samsung Galaxy A07 4/64GB - Green,1699000,6000.0,jakarta utara (kota),Shopee
Samsung Galaxy A17 5G 8/256GB [Garansi Resmi Samsung],4499000,124.0,mojokerto (kabupaten),Shopee
IPHONE 17 256GB / 512GB NEW SEGEL GARANSI RESMI,17369000,403.0,jakarta utara (kota),Shopee
Tecno Spark GO 3 4GB/64GB I 4GB/128GB Garansi Resmi,1599000,15.0,sidoarjo (kabupaten),Shopee
Itel A100C 3GB/64GB Garansi Resmi Itel Indonesia,1999000,1000.0,jakarta pusat (kota),Shopee
Xiaomi Redmi 15C 6/128GB [Garansi Resmi],2249000,55.0,badung (kabupaten),Shopee
Samsung Galaxy A07 [6GB+128GB] [8GB+256GB] - Garansi Resmi 1 Tahun,1549000,12.0,jakarta utara (kota),Shopee
Samsung Galaxy A07 8GB+256GB - Garansi Resmi 1 Tahun,1649000,11.0,jakarta utara (kota),Shopee
Iphone 14 128 GB Garansi Resmi Ibox Indonesia,9099000,27.0,surabaya (kota),Shopee
"hanphone a3s ram 6/128 GB, Garansi distributor 4G grosir termurah",705000,1000.0,jakarta utara (kota),Shopee
Xiaomi Poco C71 [4GB+128GB] - Garansi Resmi 1 Tahun,1449000,506.0,jakarta utara (kota),Shopee
Samsung Galaxy A07 [PLUS ADAPTOR] [4GB+64GB] [4GB+128GB] [6GB+128GB] - Mediatek Helio G99 - Camera 50MP - 5000mAh - Garansi resmi 1 Tahun,1859000,756.0,jakarta barat (kota),Shopee
HP VIVO Y20s 8GB 256GB Smartphone 4G 6.51 Inch Camera 13MP Handphone Fullset Baru Garansi 12 Bulan,992000,42.0,jakarta utara (kota),Shopee
Xiaomi Redmi Note 15 Pro+ 5G 8/256GB | 12/512GB - Snapdragon 7s Gen 4 - CrystalRes AMOLED display,6120000,13.0,surabaya (kota),Shopee
Infinix Smart 20 4G 4/64GB Garansi Resmi Indonesia,1549000,41.0,semarang (kota),Shopee
[Free Upgrade From 128GB] Samsung Galaxy S25 FE 8/256GB - Navy,9998000,804.0,jakarta utara (kota),Shopee
Samsung Galaxy A07 8/256GB [Garansi Resmi],2799000,92.0,surabaya (kota),Shopee
realme C85 Pro 8GB+16GB*| 128GB | 256GB (7000mAh | IP69 Pro Water Resistance | 4000nit Ultra Bright AMOLED Display,3099000,89.0,surabaya (kota),Shopee
Infinix Hot 60 Pro 8/256GB - Up to 16GB Extended RAM - Helio G200 - 6.78 inch 144Hz AMOLED - 50MP - 5160 mAh - NFC,2529000,711.0,jakarta pusat (kota),Shopee
Samsung Galaxy A07 4/64 4/128 6/128 8/256,1599000,20.0,jombang (kabupaten),Shopee
TECNO SPARK GO 3 Smartphone Original RAM 4/64GB 4/128GB Garansi Resmi 1 Tahun,1385000,17.0,tangerang (kota),Shopee
Handphone POCO C 65 RAM 8/256 GB GARANSI 12 BULAN,1255000,121.0,jakarta barat (kota),Shopee
HP XIAOMI REDMI 15C 6/128 8/256 BERGARANSI RESMI,2219000,33.0,ponorogo (kabupaten),Shopee
Samsung Galaxy S25 FE 8/256GB Garansi Resmi Indonesia,10999000,23.0,surabaya (kota),Shopee
OPPO A6X 6/256GB // 4/128GB SECOND MULUS TERAWAT,1699000,6.0,sidoarjo (kabupaten),Shopee
Samsung Galaxy A07 4+4/64GB 6+6 /128GB 8+8/256GB free t-shirt Samsung a07 25W Fast Charging - 5000mAh - Garansi Resmi 1 Tahun free t-shirt Samsung a07,1349000,1.0,surabaya (kota),Shopee
"INFINIX SMART 20 4GB 128GB - Helio G81 Ultimate - 6.78"" 120Hz HD+ - 5200 mAh",1549000,72.0,jakarta utara (kota),Shopee
Samsung Galaxy A07 6/128GB [Garansi Resmi],2399000,73.0,badung (kabupaten),Shopee
iPhone 11 256GB 128GB FULLSET  SECOND INTER ORIGINAL BERGARANSI,2180000,1000.0,jakarta barat (kota),Shopee
Samsung Galaxy A07 [4/64 GB] [4/128 GB] [8/256 GB] Garansi Resmi Samsung Indonesia,1549000,1000.0,jakarta barat (kota),Shopee
TECNO SPARK GO 3 Smartphone Original RAM 4/64GB 4/128GB Garansi Resmi 12 Bulan,1385000,131.0,tangerang (kota),Shopee
"Xiaomi Redmi 15 4G 8/128 8/256 GB Snapdragon 685 6.9"" FHD+ 144Hz 50MP 7000mAh Garansi Resmi",2579000,51.0,semarang (kota),Shopee
Hp Samsung A07 8/256GB Ram 8GB Penyimpanan 256GB New Repack Bergaransi Resmi,2799000,7.0,ponorogo (kabupaten),Shopee
Smartphone  Y17 RAM 8/256GB AL Triple Camera 5000mah,895000,829.0,jakarta utara (kota),Shopee
Samsung Galaxy A7 Series - Garansi Resmi Indonesia,1599000,5.0,manado (kota),Shopee
vivo V60 Lite 5G 12/512GB ( +12GB Extended RAM ) Garansi Resmi BNIB,5185000,54.0,surabaya (kota),Shopee
iPhone 17 256GB / 512GB [Garansi Resmi],18249000,32.0,denpasar (kota),Shopee
Hp Xiaomi Redmi A5 4/128GB Garansi Resmi 2025,1515000,60.0,makassar (kota),Shopee
Samsung Galaxy A07 4/64GB 4/128GB 6/128GB FREE ADAPTOR Garansi Resmi Repack,1599000,605.0,nganjuk (kabupaten),Shopee
Samsung Galaxy A07 LTE Dual Camera 50MP 5000mAh 25W Fast Charging - Garansi Resmi Samsung Indonesia,1708000,207.0,surabaya (kota),Shopee
Samsung Galaxy A07 LTE Dual Camera 50MP 5000mAh 25W Fast Charging - Garansi Resmi Samsung Indonesia,1708000,207.0,surabaya (kota),Shopee
Samsung Galaxy A07 4/64GB 4/128GB 6/128GB FREE ADAPTOR Garansi Resmi Repack,1599000,605.0,nganjuk (kabupaten),Shopee
[MP] VIVO Y51s 5G 8GB + 256GB TRIPLE CAMERA 4K  BATERY 4500mAh new,1188000,76.0,jakarta pusat (kota),Shopee
SAMSUNG A07 8/256GB // 6/128GB // 4/64GB SECOND MULUS TERAWAT,2199000,14.0,sidoarjo (kabupaten),Shopee
"Xiaomi 15T Pro 12/512GB Leica Summilux Dimensity 9400+ 6.83"" 144Hz 5500mAh - 2 tahun Garansi",10605000,148.0,makassar (kota),Shopee
Samsung A07 4/64 Helio G99 50MP Bergaransi Resmi,1599000,1.0,mataram (kota),Shopee
"Samsung Galaxy A07 4G 4/64GB, 4/128GB  Helio G99 50MP 5000mAh | Garansi Resmi SEIN 1 Tahun",1824000,273.0,tangerang (kota),Shopee
HP IPHONE 6 BERGARANSI MULUS SECOND ORIGINAL KUALITAS TERBAIK IP 6 16GB.32GB.64GB128GB,520000,50.0,jakarta barat (kota),Shopee
IP 14 128G 256G Tangan Kedua 100% Ori Fullset Kondisi Perfect Internasional Warna beragam,3249000,1000.0,jakarta barat (kota),Shopee
OPPO A6X 6/256GB // 4/128GB SECOND MULUS TERAWAT,1699000,6.0,sidoarjo (kabupaten),Shopee
Samsung Galaxy A07 4/64GB  4/128GB  Camera Utama 50MP 6.7 Inchi Garansi resmi  REPACK,1599000,552.0,nganjuk (kabupaten),Shopee
"vivo V60 Lite 5G Dimensity 7360-Turbo, 6500 mAh + 90W FlashCharge, 50MP Sony Camera, AI Four-Seasons, SGS 5-Star Drop Resistance",5989000,1000.0,Tidak Diketahui,Shopee
VIVO V70 5G 12/256GB ( +12GB Extended RAM ) Garansi Resmi VIVO V70 | VIVO V70 FE,6499000,2000.0,bekasi (kota),Shopee
TECNO SPARK GO 3 Smartphone Original RAM 4/64GB 4/128GB Garansi Resmi,1385000,3.0,tangerang (kota),Shopee
Smartphone Vivo Y20s asli ori handphone RAM 8/256GB  Camera 13MP,989000,14.0,tangerang (kabupaten),Shopee
Xiaomi Redmi 15C 6/128 8/256,1975000,144.0,jombang (kabupaten),Shopee
HP Samsung Galaxy A07 4/64 GB | 4/128 GB | 6/128 GB | 8/256 GB 5000mAh,1758000,14.0,kediri (kota),Shopee
Xiaomi Poco C71 4/128gb Garansi  Resmi,1520000,313.0,kediri (kota),Shopee
Samsung Galaxy Z Flip 6 | Flip 5 | Flip 4 5G SEIN 512Gb 256Gb 128Gb Second Fullset Resmi,5315000,73.0,jakarta timur (kota),Shopee
Samsung Galaxy A06 4G (4/64GB & 4/128GB) Garansi Resmi Samsung Sein Indonesia,1349000,516.0,surabaya (kota),Shopee
PXL 6 LG 50 128GB / 256GB SECOND ORIGNAL,2600000,116.0,jakarta utara (kota),Shopee
XIAOMI 15T 12/512 // 12/256 SECOND MULUS TERAWAT,7299000,9.0,sidoarjo (kabupaten),Shopee
Samsung Galaxy A07 [PLUS ADAPTOR] [4GB+64GB] [4GB+128GB] [6GB+128GB] - Mediatek Helio G99 - Camera 50MP - 5000mAh - Garansi resmi 1 Tahun,1904000,1000.0,jakarta barat (kota),Shopee
SAMSUNG A01 CORE 2/32gb 4G bisa yutub SECOND LIKE NEW Os android 10 no minus tinggal pakai bergaransi,329000,18.0,majalengka (kabupaten),Shopee
Tecno Spark Go 3 4/64GB 4/128GB Garansi Resmi Indonesia,1382000,6.0,jakarta selatan (kota),Shopee
HP IPHONE 16 [128GB/256GB/512GB] - Garansi Resmi 1 Tahun,15480000,9.0,surabaya (kota),Shopee
[ READY ] Tecno POVA Curve 5G 8/256GB | Dimensity 7300 Ultimate | 6.78” AMOLED 144Hz FHD+ | 5500mAh,3044000,21.0,depok (kota),Shopee
Handphone Y 20S RAM 8/256 GB GARANSI 1 TAHUN,919000,31.0,jakarta barat (kota),Shopee
VIVO V70 5G RAM 12GB|256GB,8999000,5.0,samarinda (kota),Shopee
XIAOMI REDMI NOTE 13 PRO 5G 8/256GB PRODUK ORIGINAL XIAOMI INDONESIA,1859000,2.0,jakarta barat (kota),Shopee
HP TECNO SPARK 30c 8 GB / 256 GB  - New Segel,1080000,2.0,jakarta barat (kota),Shopee
Xiaomi Poco C85 Ram 6/128GB | Ram 8/256GB Segel Original & Bergaransi Resmi,1599525,9.0,surabaya (kota),Shopee
Hp Xiaomi 15T 12/512 GB Ram 12 Kapasitas 512Gb New Repack Bergaransi,8399000,11.0,ponorogo (kabupaten),Shopee
ZTE Nubia A36 4/64GB 6.75 Inch Garansi Resmi,1499000,45.0,balikpapan (kota),Shopee
Samsung Galaxy z fold 6 12/512 sein,6100000,1.0,tangerang selatan (kota),Shopee
Handphone Lengkap ZTE blade Nubia A36 Ram 4/64 Fullset,1449000,3.0,karawang (kabupaten),Shopee
Handphone Vivo V15 8/256GB New Garansi 1 Tahun,953000,12.0,jakarta barat (kota),Shopee
Infinix Hot 60i Ram 6/128 Gb Garansi Resmi Fresh No Repack,1825000,214.0,surakarta (kota),Shopee
"HP SAMRTPHONE VIVO Y71 6/128 GB Fullset Smartphone - 4G LTE Android, Very Good Condition",520168,627.0,tangerang (kabupaten),Shopee
SAMSUNG A07 8/256GB 6/128GB 4/128GB 4/64GB HP BEKAS SECOND FULLSET,1445000,61.0,jakarta selatan (kota),Shopee
OPPO A3x 6/128GB I 4/128GB I 4/64GB RAM 6GB INTERNAL 128GB GARANSI RESMI IMEI TERDAFTAR,1499000,303.0,jakarta pusat (kota),Shopee
REALME C71 4GB + 128GB* 6GB+128* 8GB+128GB NFC 6300 mAh 45W FAST CHARGING GARANSI RESMI REALME,1799000,237.0,surabaya (kota),Shopee
samsung galaxy s25 fe 8/256 resmi,9000000,16.0,surabaya (kota),Shopee
SAMSUNG GALAXY S25 FE RAM 8GB l 256GB,9999000,35.0,samarinda (kota),Shopee
[LIVE] Tecno Spark Go 3 3/64GB 4/64GB 4/128GB Garansi Resmi Indonesia,1382000,2.0,jakarta selatan (kota),Shopee
iTel A90 4G Ram 4/64GB | Ram 4/128GB Segel Original & Bergaransi Resmi,1199463,10.0,surabaya (kota),Shopee
SMARTPHONE A15 RAM 8/256GB 5G GARANSI 12 BULAN BISA COD!!!,1429000,114.0,jakarta barat (kota),Shopee
Vivo Y72 5G 12GB 256GB Performa Cepat Lancar Tanpa Lag Stabil untuk Gaming Kamera Jernih Desain Stylish Tipis Smartphone,1280000,51.0,jakarta utara (kota),Shopee
POCO F7 5G 12/512 SECOND MULUS TERAWAT,5793000,14.0,sidoarjo (kabupaten),Shopee
handphone Y20S SMARTPHONE BERGARANSI 12 BULAN 6/128,1015000,116.0,jakarta utara (kota),Shopee
Handphone Redmi 15c Smartphone android asli ori 8+256GB/6GB+128GB,1399000,467.0,jakarta barat (kota),Shopee
"TECNO SPARK Go 3 4GB+4GB/64GB, IP64, 6.75"" HD+, 120Hz Smooth Display, 5000mAh, 15W Charging",1479000,6.0,bandung (kota),Shopee
(NEW) Samsung Galaxy A06 4/128 Handphone Light Blue Garansi Resmi,1710000,1.0,jakarta pusat (kota),Shopee
OPPO A3x 6/128GB I 4/128GB I 4/64GB RAM 6GB INTERNAL 128GB GARANSI RESMI IMEI TERDAFTAR,1499000,303.0,jakarta pusat (kota),Shopee
SAMSUNG A07 8/256GB 6/128GB 4/128GB 4/64GB HP BEKAS SECOND FULLSET,1445000,61.0,jakarta selatan (kota),Shopee
handphone Y20S SMARTPHONE BERGARANSI 12 BULAN 6/128,1015000,116.0,jakarta utara (kota),Shopee
SMARTPHONE A15 RAM 8/256GB 5G GARANSI 12 BULAN BISA COD!!!,1429000,114.0,jakarta barat (kota),Shopee
POCO F7 5G 12/512 SECOND MULUS TERAWAT,5793000,14.0,sidoarjo (kabupaten),Shopee
Vivo Y72 5G 12GB 256GB Performa Cepat Lancar Tanpa Lag Stabil untuk Gaming Kamera Jernih Desain Stylish Tipis Smartphone,1280000,51.0,jakarta utara (kota),Shopee
Samsung A07 (4/64) (4/128) (6/128) & (8/256) - Garansi Resmi,1639000,18.0,banjarmasin (kota),Shopee
Handphone Redmi 15c Smartphone android asli ori 8+256GB/6GB+128GB,1399000,467.0,jakarta barat (kota),Shopee
HP VIVO Y17 RAM 8 ROM 256GB Smartphone 4G LET 6.35 Inches Dual SIM Garansi 1 Tahun,792000,8.0,jakarta barat (kota),Shopee
Tecno Spark Go 3 3/64GB 4/128GB Garansi Resmi Indonesia,1382000,0.0,jakarta selatan (kota),Shopee
Samsung Galaxy A07 LTE 4/64GB 4/128GB 6/128GB 8/256GB Helio G99 - Garansi Resmi,1708000,0.0,surabaya (kota),Shopee
(REAL STOK) HP VIVO Y71 RAM 6/128GB  Smartphone Fullset Garansi 1 Tahun,515000,85.0,jakarta barat (kota),Shopee
(REAL STOK) HP VIVO Y67  RAM 6/128GB  Smartphone Fullset Garansi 1 Tahun,425000,71.0,jakarta barat (kota),Shopee
Itel A100C 3GB/64GB Garansi Resmi Itel Indonesia,1599000,4.0,jakarta pusat (kota),Shopee
"OPPO RENO 14F 5G 8/256,12/256 & 12/512GB Garansi Resmi Oppo Indonesia",5599000,60.0,surabaya (kota),Shopee
realme c2 3/32 biru (second normal),323999,33.0,tuban (kabupaten),Shopee
"Vivo Y-Series RAM Besar: 8/256GB (Y33s/Y17) & 6/128GB (Y67) – Sidik Jari, Fullset Original.",300000,0.0,garut (kabupaten),Shopee
Vivo Y05 4/64GB & 4/128GB Layar 6.7 Inci,2099000,8.0,banjarbaru (kota),Shopee
oppo reno 5 4g 8/128 normal jaya (secend),1100000,1.0,tuban (kabupaten),Shopee
HP SMARTPHONE ANDROID  Y71 RAM 6GB + 128GB BERGARANSI 12 BULAN,528000,24.0,tangerang (kabupaten),Shopee
IP 17 Pro 256GB 512GB BNIB - Garansi Resmi Indonesia,23929000,2.0,tangerang (kota),Shopee
HP Student Gaming Phone 16GB+1TB Dual SIM Android Business Phone Smartphone,1390000,133.0,tangerang (kabupaten),Shopee
Xiaomi Redmi Note 12 Ram 8 + 128GB Original,1545000,9.0,denpasar (kota),Shopee
SEIN | SAMSUNG GALAXY Z FLIP 6 | 5 | 4 512GB 256GB 128GB | ORIGINAL GARANSI RESMI INDONESIA,4310000,54.0,depok (kota),Shopee
XIAOMI 13T 5G 12/256GB SECOND FULLSET GOOD KONDISI,4200000,1.0,surakarta (kota),Shopee
Samsung galaxy S25 FE 5g Free adaptor dan silicone Garansi Resmi Samsung Indonesia,12489000,161.0,surabaya (kota),Shopee
HP A3S RAM 6+128GB 4G LTE Second Original Fullset Grosir Murah Siap Pakai Garansi 12 Bulan,662000,3.0,tangerang (kabupaten),Shopee
"[NEW LAUNCH] Vivo V60 Lite (8/256GB) 50MP Sony Camera, 6500 mAh + 90W FlashCharge, AI Four-Seasons",5087040,170.0,jakarta utara (kota),Shopee
Realme Note 70 RAM 4/64GB | 4/128GB Segel Original & Bergaransi Resmi,1449470,11.0,surabaya (kota),Shopee
"new vivo v15 ,y17 ram 8/256gb ,y67 ram 6/128gb baru layar lebar 6.53 inci Fullset hp murah jaringan sidik jari hp 4g LTE",538000,131.0,jakarta barat (kota),Shopee
SAMSUNG GALAXY S23 ULTRA SEIN 5G 12/256 GB MINUS RETAK FUNGSI NORMAL,7500000,3.0,jakarta selatan (kota),Shopee
SMARTPHONE Y71 RAM 6/128 GB GARANSI 1 TAHUN,559000,151.0,jakarta barat (kota),Shopee
HP VIVO Y67 6+128GB Smartphone Garansi 1 Tahun,429000,25.0,jakarta barat (kota),Shopee
Handphone Brand New Harga Banting 5 Ram 6/64,1299000,2.0,banjarmasin (kota),Shopee
Smartphone Redmi Note 5 Ram 6/128 GB Garansi 1 Tahun,819000,298.0,jakarta barat (kota),Shopee
Telepon Pintar P90Smartphone Telepon Seluler Handphone Android Mobile Phones Murah Terbaru12GB+512GB,2800000,263.0,tangerang (kabupaten),Shopee
Handphone Hp Second INFINIX Smart 9 9HD 8Pro 8 7 6HD 6Plus 5 4 Second Original Resmi Bergaransi Murah,650000,36.0,jakarta timur (kota),Shopee
OPPO A15 Ram 3/32GB GB New Garansi Resmi,1218000,7.0,tangerang (kota),Shopee
Smartphone Y19 Ram 8/256GB Camera 13MP Fastcharging Garansi Toko 12 Bulan,850000,9.0,jakarta pusat (kota),Shopee
Samsung S23 Green 8/256 GB Second Mulus,6455000,6.0,bekasi (kota),Shopee
Vivo V60 5G 8/256 Like New (1271 Purple),5685000,2.0,kediri (kota),Shopee
"Redmi  14C & 15C ~ 5G 8GB+256GB 5G Smartphone / Layar 6,74’’ 90Hz Mulus / Kamera Triple AI 50MP",1499989,215.0,jakarta barat (kota),Shopee
2025 Buru   HP HOT 40Pro Ram 8/256GB Smartphone 4G LET 6.78 inci Dual SlM 108MP+2MP Handphone,1356464,39.0,tangerang (kota),Shopee
Huawei P30 - Ram 8/128gb - Hp Second Android Murah Bergaransi,1980000,25.0,jakarta pusat (kota),Shopee
HONOR X9C 5G RAM 12+12/256GB,3500000,6.0,jakarta selatan (kota),Shopee
Redmi Note 10s 6/128 Second Handphone,1150000,0.0,serang (kabupaten),Shopee
HP VIVO Y19 Ram 8/256GB 4G Lte All Dual Sim Fullset Garansi 1 Tahun,850000,4.0,jakarta pusat (kota),Shopee
POCO f7 5g NFC 12/512,5650000,0.0,jember (kabupaten),Shopee
HP Oppo Find X9 16/512GB Handphone Android Kamera bagus Dan Ram Besar HP Gaming Original 100%,16999000,2.0,bandung (kota),Shopee
IP 14 256GB/128GB Wi-Fi Only No SIM No iOS 26.1 18 .19 Update,3299000,760.0,jakarta barat (kota),Shopee
ADVAN Smartphone Macha 5G | Dimensity 7060 | AMOLED 6.67 Inch | RAM 8GB + Storage 256GB UFS 3.1 | Bypass Charging | NFC Fingerprint | Android 15 | Garansi Resmi 1 Tahun,3099000,106.0,semarang (kota),Shopee
Hp Smartphone A31 RAM 8/256GB 4G NEW LTE Dual Sim,875000,1000.0,jakarta utara (kota),Shopee
devilmimi realme C71 8GB+16GB / 128GB Handphone NFC Chipset Octa-Core | Fast Charging 45W Bergaransi,2139000,568.0,surabaya (kota),Shopee
Samsung Galaxy A16 8/128GB - Black,2759000,10000.0,jakarta utara (kota),Shopee
POCO X7 5G | Dimensity 7300-Ultra | CrystalRes 1.5K 120Hz AMOLED curved display | 50MP main camera with OIS [Official Store],3599000,9000.0,tangerang (kabupaten),Shopee
Infinix Note Edge 5G 8GB+256GB - MediaTek Dimensity 7100 - AMOLED - 50MP - 6500mAh - Garansi Resmi 1 Tahun,3349000,205.0,jakarta barat (kota),Shopee
Motorola Razr 60 | 4500mAh 30Wwired/15W WLC - 32MP Selfie - 50MP RearCam OIS - 13MP UW/Macro - Moto AI - 3.6”Ext/6.9”Int Display - FHD+ LTPO 1-120Hz - Dolby Stereo - Titanium Hinge - IP48 - GGVictus,11999000,231.0,jakarta utara (kota),Shopee
OPPO Reno15 F 5G 8/128GB 8/256GB 12/256GB 50MP Camera Handphone Official Store HP Terbaru 2026 Ori,5979080,144.0,jakarta utara (kota),Shopee
Tecno Spark 40 6/128GB & 8/256GB [Garansi Resmi Tecno],2088000,88.0,surabaya (kota),Shopee
ITEL A100C 3+5GB RAM |/64GB ROM Smartphone 6.6 Inch 90Hz Military-Grade 5000mAh 4+64GB 4 Warna,1249000,61.0,jakarta barat (kota),Shopee
Samsung Galaxy A17 8/128GB - Black,3099000,1000.0,jakarta utara (kota),Shopee
Samsung Galaxy A07 4/128GB - Light Violet,1899000,3000.0,jakarta utara (kota),Shopee
Infinix Hot 60i 6/128GB - Up to 12GB Extended RAM - Helio G81 - 6.7 inch 120Hz HD+ - 50MP - 5160 mAh - NFC,1799000,10000.0,jakarta utara (kota),Shopee
"[5x SUPERZOOM FLASHSNAP] TECNO CAMON 50 PRO 5G 12GB+12GB*/256GB, 50MP Sony LYT-700C, 50MP 3x Telephoto Camera, MediaTek Dimensity 7400 Ultimate 5G, IP69K, 6500mAh, Android 16, camon50pro",6099000,291.0,jakarta barat (kota),Shopee
Samsung Galaxy A07  4G 4/64GB | 4/128GB | 6/128GB | 8/256GB [FREE ADAPTOR ORIGINAL SAMSUNG] - Garansi Resmi SEIN INDONESIA,1519000,8000.0,jakarta pusat (kota),Shopee
Samsung Galaxy A26 5G 8/256GB - Black,4199000,9000.0,jakarta utara (kota),Shopee
"Infinix GT 30 Pro 12/512GB Special Edition - Up to 24GB Extended RAM - Dimensity 8350 Ultimate - 6.78"" Amoled+ 144Hz - 108MP - NFC",4949000,7000.0,jakarta utara (kota),Shopee
Xiaomi Redmi 15 8/128GB 8/256GB RAM 8GB ROM 128GB 256GB - Garansi Resmi 1 Tahun,2433000,2000.0,surabaya (kota),Shopee
Tecno Spark Go 3 [4GB+128GB] - Garansi Resmi 1 Tahun,1499000,56.0,jakarta utara (kota),Shopee
Xiaomi Poco X7 Pro 5G Ram 12/512 GB Garansi Resmi,5179000,2000.0,surabaya (kota),Shopee
OPPO Reno13 F 5G 12GB+256GB & 8GB+256GB,5799000,3000.0,tangerang (kota),Shopee
"TECNO SPARK Go 3 4GB+4GB*/64GB, IP64, 6.75"" HD+, 120Hz Smooth Display, 5000mAh, 15W* Charging",2689000,558.0,jakarta pusat (kota),Shopee
Xiaomi Redmi Note 15 Pro 5G 8/256GB 12/512GB Dimensity 7400-Ultra AMOLED 120Hz Garansi Resmi,4834000,17.0,surabaya (kota),Shopee
Samsung Galaxy A26 5G 8/256GB RAM 8GB ROM 256GB - Garansi Resmi,3989050,1000.0,jakarta selatan (kota),Shopee
Infinix Smart 20 4GB/64GB I 4GB/128GB Garansi Resmi Infinix Indonesia,1489000,305.0,jakarta pusat (kota),Shopee
"[ONLINE EXCLUSIVE] vivo V60 Lite 4G (8/128) 50MP Sony Camera, 6500 mAh + 90W FlashCharge, Bypass Charging, AI Four-Seasons, SGS 5-Star Drop Resistance",4699000,992.0,Tidak Diketahui,Shopee
Samsung Galaxy A26 5G 8/256GB - Peach Pink,4199000,8000.0,jakarta utara (kota),Shopee
Infinix Note Edge 5G 8/256 GB Garansi Resmi,3348000,60.0,surabaya (kota),Shopee
"TECNO SPARK Go 3 4GB+4GB*/128GB, IP64, 6.75"" HD+, 120Hz Smooth Display, 5000mAh, 15W* Charging, Freelink Communication, TECNO AI - sparkgo3",1649000,510.0,jakarta barat (kota),Shopee
Infinix Note 50S 5G+ 8/256GB - Up to 16GB Extended RAM - Dimensity 7300 Ultimate - 6.78” 3D Curved FHD+ Amoled - 64MP OIS - 5200 mAh - NFC,3369000,10000.0,jakarta utara (kota),Shopee
realme 16 & 16 Pro 5G 12/256GB (12GB+14GB Extended RAM) Official Store HP Android Terbaru Handphone,5059080,6.0,jakarta utara (kota),Shopee
iphone 17pro max 1:1 HDC phone 8/512GB bisa wifi behasa indo,1426380,291.0,jakarta utara (kota),Shopee
