Produk,Harga_Produk,Produk_Terjual,Lokasi_Toko,E-Commerce
Xiaomi Redmi 15 8/128 8/256 Garansi Resmi Xiaomi Indonesia,2569000,1000.0,jakarta pusat (kota),Shopee
Xiaomi Redmi 15C 6/128 8/256 | 6/128GB 8/256GB | 6GB 8GB 128GB 256GB Garansi Resmi,2129000,643.0,denpasar (kota),Shopee
SAMSUNG GALAXY A04s RAM 4+4GB/128GB RAM 4+4GB/128GB GRANSI RESMI,1458000,165.0,tangerang (kota),Shopee
"Tecno Pova 7 5G 8/128GB & 8/256GB, Mediatek D7300 Ultimate 50MP 6000 mAh | Garansi Resmi Tecno 1 Tahun",2971000,412.0,tangerang (kota),Shopee
Xiaomi Redmi Note 14 5G 8/256GB [Garansi Resmi],3399000,129.0,denpasar (kota),Shopee
Hp OPPO A31 RAM 8+256GB 4G LTE Garansi 1 Tahun Grosir,1099000,2000.0,jakarta barat (kota),Shopee
"HP Xiaomi REDMI 15C 8/256GB, REDMI 15C 8/128GB(Garansi Resmi XIAOMI 1 TAHUN)",3000000,738.0,surabaya (kota),Shopee
"Poco C71 (4/128) - Garansi Resmi, Official Store",1649000,149.0,banjarmasin (kota),Shopee
ZTE Nubia A56 4/128GB Garansi Resmi 1 Tahun A07,1563000,2.0,jakarta pusat (kota),Shopee
Ponsel mini sentuh ultra kecil Soyes XS 15 S 23,540899,1000.0,jakarta utara (kota),Shopee
SAMSUNG A56 5G 12/256GB // 8/256GB SECOND MULUS TERAWAT RESMI INDONESIA,5579000,111.0,sidoarjo (kabupaten),Shopee
INFINIX SMART 10 (4GB+64GB) - (4GB+128GB) Up to 8GB Extended RAM - GARANSI RESMI INFINIX INDONESIA,1549000,1000.0,jakarta barat (kota),Shopee
ZTE Neo 3 5G RAM 20 GB (8 + 12 GB) ROM 256GB  - Garansi Resmi,2799000,42.0,banjarbaru (kota),Shopee
"INFINIX HOT 60 PRO+ 8/256 GB, HOT 60 PRO+ 8/128 GB, HOT 60 PRO 8/256 GB,HOT 60 i 8/256 GB (GARANSI RESMI )",2500000,3000.0,surabaya (kota),Shopee
Infinix Smart 20 4GB/64GB & 4GB/128GB,1499000,2.0,denpasar (kota),Shopee
SAMSUNG A06 4G 6/128 GB NEW GARANSI RESMI INDONESIA NEW SEGEL 100% ORIGINAL,1599000,78.0,surabaya (kota),Shopee
Poco X7 Pro 5G 12/512 Garansi Resmi Tersedia Dalam Berbagai Warna,5299500,175.0,surabaya (kota),Shopee
Xiaomi Poco X7 5G 12/512GB 8/256GB  Original Garansi Resmi,3599000,78.0,surabaya (kota),Shopee
"vivo iQOO Z10 [BISA INSTAN PENGIRIMAN], 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC",3999000,311.0,surabaya (kota),Shopee
Xiaomi Redmi A5 4/128GB - Garansi Resmi,1689000,339.0,banjarmasin (kota),Shopee
Samsung A05S Ram 6GB Rom 128GB Segel Original & Bergaransi Resmi,1851863,151.0,surabaya (kota),Shopee
Oppo A3x Ram 4/64GB | Ram 4/128GB I Ram 6/128GB( Second ),1327991,263.0,surabaya (kota),Shopee
Infinix Note 60 8/256 GB Dimensity 7400 Ultimate 6.78” 1.5K Amoled 50MP 6500 mAh NFC,3979000,6.0,sleman (kabupaten),Shopee
"vivo iQOO Z9x - Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker",2799000,3000.0,tangerang (kabupaten),Shopee
Xiaomi Redmi A5 4/128 Gb Layar 6.88 Inci 2025,1649000,368.0,surabaya (kota),Shopee
iPhone 14 128GB | A15 Bionic | Super Retina XDR [Garansi Resmi],9499000,10.0,denpasar (kota),Shopee
"Official Samsung Galaxy A36 5G 8+256GB/12+256GB - Snapdragon 6 Gen3 (4nm Octa-core) - 6,7 inch Display",4909000,3000.0,tangerang (kota),Shopee
OPPO RENO 15F 5G RAM 12GB / 256GB,6999000,14.0,samarinda (kota),Shopee
REDMI 14C 8/256GB // 6/128GB SECOND SUPER MULUS,1489000,20.0,sidoarjo (kabupaten),Shopee
Poco C71 4/128GB Garansi Resmi Grand Cellular,1595000,66.0,jember (kabupaten),Shopee
HP INFINIX Note 60 Pro 5G 12/256 8/256 GB Original Garansi Resmi Official Store Handphone Ori,5099000,7.0,sleman (kabupaten),Shopee
Samsung Galaxy A56 5G 12/256GB - Awesome Olive | Galaxy AI | 50MP Camera | 45W Super Fast Charge,6599000,1000.0,tangerang (kabupaten),Shopee
"Samsung Galaxy A07 8/256GB,A07 6/128GB,A07 4/128GB,A07 4/64GB (GARANSI RESMI SAMSUNG)",2499000,3000.0,surabaya (kota),Shopee
Realme C71  4/128 - 6/128 - 8/128 Garansi Resmi [BISA INSTAN AREA MALANG],1899000,120.0,malang (kota),Shopee
"XIAOMI REDMI 15 8GB+8GB / 128GB | 8GB+8GB / 256GB  |FHD+ 6,9"" | 144 Hz | SENAPDRAGON 685 | CAMERA 50 MP | 7000 MAH | BERGARNSI RESMI.",2899000,33.0,sidoarjo (kabupaten),Shopee
Infinix Note 60 Pro 5G | 50MP Camera | 6150mAh | Qualcomm Snapdragon 7s Gen 4,5499000,3.0,badung (kabupaten),Shopee
Vivo Y17s (6GB+6GB/128GB & Y16 4/128GB) Garansi Resmi Vivo,1299000,409.0,surabaya (kota),Shopee
itel a90 4/64gb itel a80 4/128gb itel a50 4/64gb itel vision 1pro 3/32 itel vision 3 plus 4/64gb garansi resmi by infinix,1318000,116.0,tangerang (kota),Shopee
"Poco C71 (4/128) - Garansi Resmi, Official Store",1649000,149.0,banjarmasin (kota),Shopee
VIVO Y19S 6/128GB // 4/128GB // 4/64GB SECOND SUPER MULUS,1515000,22.0,sidoarjo (kabupaten),Shopee
Xiaomi Redmi A5 4/128 Gb Layar 6.88 Inci 2025,1649000,368.0,surabaya (kota),Shopee
Vivo Y17s (6GB+6GB/128GB & Y16 4/128GB) Garansi Resmi Vivo,1299000,409.0,surabaya (kota),Shopee
Tecno Pova 7 Curve 5G 8/256GB [ Garansi Resmi Tecno ],3408000,33.0,mojokerto (kabupaten),Shopee
"[NEW LAUNCH] Gaming Smartphone ADVAN X1 | MediaTek Helio G100 | 8GB+8GB/128GB | 6.78"" 120Hz FHD+ | 64MP Sony IMX782 | 18W Fast Charging | Sensor Gyro | NFC | Fingerprint Security | Garansi Resmi 1 Tahun",1899000,393.0,tangerang (kabupaten),Shopee
OPPO RENO 15F 5G RAM 12GB / 256GB,6999000,14.0,samarinda (kota),Shopee
Oppo A17K |  A17 Ram 3GB | 4GB Rom 64GB Segel Original & Bergaransi Resmi,1099000,193.0,surabaya (kota),Shopee
Samsung A06 4G I 5G Ram 4/64GB I Ram 4/128GB I Ram 6/128GB,1617100,442.0,surabaya (kota),Shopee
SAMSUNG GALAXY A56 12/256 FREE ADAPTOR DAN SILICONE GARANSI RESMI SAMSUNG,4950000,292.0,surabaya (kota),Shopee
XIAOMI REDMI NOTE 15 5G 12/512GB GARANSI RESMI,4299000,23.0,sidoarjo (kabupaten),Shopee
Xiaomi Redmi A5 4/128GB 4/128 Garansi Resmi,1679000,448.0,denpasar (kota),Shopee
Xiaomi 17 12/256GB 12/512GB 6330 mAh Lensa Optik Leica Summilux Snapdragon® 8 Elite Gen 5 Garansi Resmi,15049000,2.0,surabaya (kota),Shopee
"Samsung Galaxy A17 5G 8/256GB,A17 4G 8/256GB,A17 4G 8/128GB (Garansi Resmi 1 Tahun)",4900000,807.0,surabaya (kota),Shopee
Realme Note 60 6GB/128GB Garansi Resmi 1 Tahun,1175000,10.0,surabaya (kota),Shopee
Xiaomi Redmi 15 8/128 8/256 8/128GB 8/256GB 8GB 128GB 256GB Garansi Resmi Original,2579000,245.0,denpasar (kota),Shopee
"HP ZTE BLADE A56 4GB/128GB, dan A36 4GB/64GB(Garansi Resmi Zte 1 Tahun)",1500000,893.0,surabaya (kota),Shopee
Samsung Galaxy A07 Lte 8/256Gb | 6/128Gb | 4/128Gb | 4/64Gb New Bergaransi Resmi Indonesia,1375000,5.0,surabaya (kota),Shopee
Samsung A06 Ram 4/64GB | Ram 4/128GB | Ram 6/128GB ( Second ),1480199,144.0,surabaya (kota),Shopee
Xiaomi Redmi A5 4/128 GB NEW GARANSI RESMI BNIB,1649000,468.0,surabaya (kota),Shopee
"Samsung Galaxy A06 4/64GB 4/128GB Mediatek Helio G85 5000mAh 25W 6.7"" Garansi Resmi",1733000,74.0,surabaya (kota),Shopee
XIAOMI REDMI NOTE 15 8/256GB GARANSI RESMI,3499000,22.0,sidoarjo (kabupaten),Shopee
Samsung Z Flip 6 12/512GB // 12/256GB SEIN Second Mulus Terawat,8179000,34.0,sidoarjo (kabupaten),Shopee
"Vivo Y20s 8+256GB Bergaransi, Layar 6.51 Inci, Warna Beragam",1199000,2000.0,jakarta barat (kota),Shopee
Redmi Note 15 Pro 5G (12/512 GB) (8/256 GB) - Garansi Resmi [Bisa Instant Area Malang],4699000,45.0,malang (kota),Shopee
Samsung Galaxy A56 5G 8/256GB - Awesome Olive,6699000,3000.0,surabaya (kota),Shopee
"iQOO Z10R 8/256 | Dimensity 7360-Turbo, 6500mAh 90W Bypass Charging | 120Hz AMOLED 3000nit | 50MP",3699000,2.0,surabaya (kota),Shopee
Infinix Note 50s 5G+ & Note 50x 5G+ 8/256 GB Garansi Resmi,2899000,348.0,surabaya (kota),Shopee
Samsung Galaxy A06 4/64GB & 128GB Garansi Resmi SEIN Samsung Indonesia,1867000,6.0,surabaya (kota),Shopee
Tecno Pova 7 Curve 5G 8/256GB Garansi Resmi Indonesia,3399000,11.0,surabaya (kota),Shopee
HP REALME C71 8/128 6/128 4/128 NFC Original Garansi Resmi Official Store Handphone Ori,1829000,117.0,sleman (kabupaten),Shopee
INFINIX SMART 9 4+4/128GB BNOB GARANSI RESMI INDONESIA,1099999,3.0,surabaya (kota),Shopee
"HP Xiaomi REDMI 15C 8/256GB, REDMI 15C 8/128GB(Garansi Resmi XIAOMI 1 TAHUN)",1868000,144.0,surabaya (kota),Shopee
Evercoss M6A 4/32 Ram 4GB Internal 32GB HP Android Murah Garansi Resmi,545000,1000.0,jakarta pusat (kota),Shopee
Samsung Galaxy A56 5G 8/256GB  12/256GB [Garansi Resmi],6799000,397.0,buleleng (kabupaten),Shopee
XIAOMI REDMI A5 4/128GB RAM 4GB INTERNAL 128GB GARANSI RESMI SEGEL,1680000,25.0,ponorogo (kabupaten),Shopee
iPhone 7 Plus 32GB 128GB 256GB second ex resmi,1595000,538.0,tangerang selatan (kota),Shopee
SAMSUNG A36 5G 8/256GB SECOND MULUS,3999000,27.0,sidoarjo (kabupaten),Shopee
ZTE Nubia A36 RAM 12 (4+8)  ROM 64GB - Garansi Resmi,1449000,53.0,banjarbaru (kota),Shopee
Vivo IQoo Z9x 8+128GB | 8+256GB | 12+256GB [BISA INSTAN AREA MALANG] Original Garansi Resmi Vivo Indonesia 1Tahun,2799000,290.0,surabaya (kota),Shopee
Samsung Galaxy A56 5G 12/256GB - Awesome Olive,7199000,3000.0,surabaya (kota),Shopee
SAMSUNG A16 8GB RAM 256GB ROM - 8GB RAM 128GB ROM Garansi Resmi,2911000,97.0,jember (kabupaten),Shopee
Samsung A01 2/16 dan A01 core 1/16 atau 2/32  SECOND LIKE NEW jaringan 4G Android 10 ke atas siap pakai bergaransi,329000,202.0,majalengka (kabupaten),Shopee
Vivo V50 Lite 4G | 5G Ram 8/128GB | Ram 8/256GB | Ram 12/512GB,2775124,173.0,surabaya (kota),Shopee
Handphone VIVO Y20S RAM 8GB 256GB 6.51-Inch Hp Smartphone 99% Baru,1015000,517.0,jakarta utara (kota),Shopee
"TECNO SPARK GO 3 [4/64 GB] [4/128 GB] - Unisoc T7250, IP64, 5000mAh 15W Charging | GARANSI RESMI TECNO INDONESIA - Go3",1449000,2000.0,jakarta barat (kota),Shopee
Evercoss M6A 3/16 Ram 3GB Rom 16GB Garansi Resmi,545000,437.0,jakarta pusat (kota),Shopee
"Xiaomi Redmi 15 8/256GB,Redmi 15 8/128GB, Redmi 13X 8/128GB (Garansi Resmi Xiaomi)",4000000,1000.0,surabaya (kota),Shopee
Xiaomi 15T Pro 12/512GB RAM 12GB ROM 512GB - Garansi Resmi 1 Tahun,10605000,116.0,banjarmasin (kota),Shopee
Pstore Handphonee 13 128GB GARANSI INTERNASIONALL,5649000,1000.0,jakarta timur (kota),Shopee
Samsung S21FE 8/256GB // 8/128GB SEIN MULUS TERAWAT,3699000,21.0,sidoarjo (kabupaten),Shopee
poco c65 ram 8/256 gb garansi 1 tahun gress segel dan baru,1249909,87.0,tasikmalaya (kota),Shopee
Infinix Smart 20 4/64GB & 4/128GB Mediatek Helio G81 Ultimate 5200mAh 15W | Garansi Resmi Indonesia 1 Tahun,1532000,77.0,jakarta barat (kota),Shopee
Xiaomi Redmi 12C Ram 4 Rom 128GB (SECOND),999199,98.0,surabaya (kota),Shopee
"XIAOMI NOTE 15 5G 12/512GB, NOTE 15 5G 8/256GB, NOTE 14 5G 12/512GB, dan NOTE 14 5G 8/256GB",5700000,229.0,surabaya (kota),Shopee
Samsung Galaxy A56 5G 12/256GB - Awesome Graphite,7199000,3000.0,surabaya (kota),Shopee
Xiaomi Poco C75 Ram 6/128GB | Ram 8/256GB,1750667,48.0,surabaya (kota),Shopee
Pstore Handphonee 13 128GB GARANSI INTERNASIONALL,5649000,1000.0,jakarta timur (kota),Shopee
ZTE Nubia A36 RAM 12 (4+8)  ROM 64GB - Garansi Resmi,1449000,131.0,banjarmasin (kota),Shopee
DZL - HP ITEL S26 Ultra Super 26 8/256 GB Original Garansi Resmi Official Store Handphone Ori,2849000,114.0,sleman (kabupaten),Shopee
Samsung A55 12/256GB // 8/256GB 8//128GB SECOND  MULUS TERAWAT,4439000,74.0,sidoarjo (kabupaten),Shopee
Realme Note 60 6GB/128GB Garansi Resmi 1 Tahun,1175000,10.0,surabaya (kota),Shopee
realme C71 NFC | 4 128 /6 128 /8 128 | 6300 mAh Fast charge 45W GARANSI RESMI,1799000,410.0,surabaya (kota),Shopee
Vivo V60 5G Ram 8/256GB | Ram 12/256GB | Ram 12/512GB Segel Original & Bergaransi Resmi,5899000,6.0,surabaya (kota),Shopee
SAMSUNG GALAXY A56 12/256 FREE ADAPTOR DAN SILICONE GARANSI RESMI SAMSUNG,4950000,292.0,surabaya (kota),Shopee
SMARTPHONE VIVO asli Ori ANDROID  Handphone Y93s Ram 8/256GB 6.22inch Baru Fullset,799800,1000.0,tangerang (kabupaten),Shopee
Villaon V40S 4/64GB - Garansi Resmi,1099000,491.0,jakarta pusat (kota),Shopee
Vivo V40 Lite 4G Ram 8/128GB | 4G Ram 8/256GB I 5G 8/256GB I 5G 12/512GB( Second ),2480199,92.0,surabaya (kota),Shopee
Samsung Galaxy A56 5G 12/256GB - Awesome Light Gray,7199000,3000.0,jakarta utara (kota),Shopee
infinix smart 9 ram 4/128Gb smart 9hd 4/64gb smart9hd 3/64gb smart9 smart9hd garansi resmi,1498000,210.0,tangerang (kota),Shopee
ZTE Nubia A56 (4GB+8GB)/128GB - Garansi Resmi,1549000,46.0,banjarmasin (kota),Shopee
Vivo Y21d 4/128GB 6/128GB 8/128GB 8+8GB RAM Garansi Resmi Hp Android Murah Terbaru 2026 Handphone,2575080,5000.0,jakarta utara (kota),Shopee
Infinix Smart 20 4/64GB & 4/128GB Mediatek Helio G81 Ultimate 8MP 5200mAh | Garansi Resmi Infinix Indonesia 1 Tahun,1531000,269.0,tangerang (kota),Shopee
Xiaomi Redmi 12C Ram 4 Rom 128GB (SECOND),999199,98.0,surabaya (kota),Shopee
Poco F7 12/512 GB Snapdragon 8s Gen 4 5G,6149000,292.0,surabaya (kota),Shopee
HP VIVO Y20s 8GB+256GB Camera 13MP Fast Charge Second Asli Mulus Fullset Garansi Toko 12 Bulan COD,992000,11.0,tangerang (kabupaten),Shopee
Infinix Hot 60i 6/128GB 8/256GB NFC Garansi Resmi Infinix,1860000,2000.0,jakarta barat (kota),Shopee
Infinix Smart 9 HD 4GB+4GB/64GB Garansi Resmi 1 Tahun,1475000,577.0,jakarta timur (kota),Shopee
Vivo Y17s Ram 4/64GB | Ram 4/128GB | Ram 6/128GB ( Second ),1267999,47.0,surabaya (kota),Shopee
Handphone Redmi Note 5 6/128GB New Garansi 1 Tahun,814000,20.0,jakarta barat (kota),Shopee
Samsung Galaxy A56 5G 8/256GB 12/256GB 8/256 12/256 Garansi Resmi,6799000,196.0,denpasar (kota),Shopee
Redmi 14c Ram 6/128GB - 8/256GB & 10c NEW BNIB,1699900,1000.0,tangerang (kabupaten),Shopee
Xiaomi POCO C71 4+4/128 GB & C75 Garansi Resmi,1649000,693.0,medan (kota),Shopee
POCO X7 Pro 5G 12/512GB - Garansi Resmi,5299000,127.0,banjarbaru (kota),Shopee
HP OPPO A31 ram 8/256GB 4G LTE Smartphone GARANSI 1 TAHUN,1079000,1000.0,jakarta barat (kota),Shopee
Vivo V70 5G 12/256GB NFC (12GB+12GB Extended RAM) Handphone Official Store HP Terbaru 2026 Ori COD,8739080,2000.0,jakarta utara (kota),Shopee
Samsung Galaxy Z Flip 3 8/128GB Second Garansi Resmi,1570000,113.0,ponorogo (kabupaten),Shopee
Vivo V70 12/256 GB Garansi Resmi,8999000,1.0,sleman (kabupaten),Shopee
Vivo Y17s Ram 4/64GB | Ram 4/128GB | Ram 6/128GB ( Second ),1267199,314.0,surabaya (kota),Shopee
Xiaomi Mi 14T 5G 12/512 Garansi Resmi Xiaomi Indonesia,6399000,53.0,surabaya (kota),Shopee
"TECNO SPARK GO 3 [4/64 GB] [4/128 GB] - Unisoc T7250, IP64, 5000mAh 15W Charging | GARANSI RESMI TECNO INDONESIA - Go3",1449000,2000.0,jakarta barat (kota),Shopee
Poco X7 Pro 5G 12/512 GB Garansi Resmi,5229000,343.0,malang (kabupaten),Shopee
Xiaomi Redmi Note 15 5G 8/256 12/512 GB 108MP AI OIS Camera Snapdragon 6 Gen 3 AMOLED 5520mAh IP66,3879000,64.0,surakarta (kota),Shopee
Tecno Spark Go 3 / Go 2 ( 4/128 4/64 ) Go 3 Garansi Resmi,1395000,772.0,jakarta selatan (kota),Shopee
Samsung A17 8/256 5G new,4200000,145.0,jember (kabupaten),Shopee
"HP ZTE NUBIA NEO 3 GT 5G 8GB/256GB,dan NUBIA NEO 3 5G 8GB/256GB (Garansi Resmi ZTE 1 Tahun)",2798000,78.0,surabaya (kota),Shopee
Samsung S23FE 5G 8/256GB // 8/128GB SEIN MULUS TERAWAT,5549000,27.0,sidoarjo (kabupaten),Shopee
Realme Note 60X (4/64) & (4/128) - Garansi Resmi,1549000,89.0,banjarmasin (kota),Shopee
[Official Store] OPPO A6x 4+64/6+128/6+256 6500mAh+15W IP64 Water & Dust Resistance Garansi Resmi,2099000,313.0,jakarta utara (kota),Shopee
SAMSUNG GALAXY A07 RAM 4/128 GB  GARANSI RESMI TERMURAH,1899000,54.0,sleman (kabupaten),Shopee
Infinix smart 10 plus NFC ram 8/128gb smart 10 ram 4/128gb ram 4/64gb  infinix smart 9 ram 4/128Gb smart10plus nfc  infinix smart 8 plus smart 8 ram 4/128gb garansi resmi,1548000,1000.0,tangerang (kota),Shopee
Poco C71 4/128GB Murah Garansi Resmi Prosesor Unisoc,1550000,39.0,sleman (kabupaten),Shopee
TECNO POVA CURVE 5G RAM 8GB Internal 256GB Original Garansi Resmi 1 Tahun,3199000,63.0,tangerang (kota),Shopee
IP 12 MINI 256\128\64GB SECOND FULLSETMULUS,3299670,816.0,jakarta barat (kota),Shopee
HP A31 RAM 8/256GB 4G LTE Second Mulus Fullset Garansi Toko 1 Tahun,832000,2.0,tangerang (kabupaten),Shopee
Infinix Smart 10 4/128 4/64 New Garansi Resmi,1379000,394.0,bogor (kota),Shopee
Hp Y19 Ram8 256GB 6.53 Inch Murah Smartphone,669000,2.0,jakarta barat (kota),Shopee
Samsung Galaxy S25 Ultra 5G 12/256 GB 12/512 GB 12/1 TB Garansi Resmi SEIN,19999000,219.0,surabaya (kota),Shopee
XIAOMI POCO M5 Ram 4/128GB 4/64GB BARU ORIGINAL100% NEW Fullset INTER Sinyal Permanen Smartphone,999000,4.0,jakarta utara (kota),Shopee
Handphone Samsung A04s Samsung Galaxy A04s RAM 4+4GB/128GB ( Extended ram 4GB) RAM 4+4/64GB  Garansi Resmi,1498000,134.0,tangerang (kota),Shopee
Infinix Note 60 Pro 5G 8/256 12/256 8/256GB 12/256GB 8GB 12GB 256GB Garansi Resmi,5419000,55.0,denpasar (kota),Shopee
Handpone Hp Samsung Z Flip 3 4 5 Ram 8/256 8/128 8/512 SEIN Ada Minus Second Seken Murah bergaransi,1250000,497.0,jakarta timur (kota),Shopee
"Infinix Smart 20 4/128+8GB Extended Mediatek Helio G81 Ultimate 6.78"" 120Hz IP64 5200mAh UltraLink",1620000,5.0,sidoarjo (kabupaten),Shopee
SMARTPHONE A15 RAM 8/256GB 5G GARANSI 12 BULAN BISA COD!!!,1429000,2.0,jakarta barat (kota),Shopee
2026New hp 2026NEW Soyes XS17 17Pro Max Mini Android 12 8GB+256GB Mini Smartphone 6.79Inch Mini,1200000,18.0,jakarta barat (kota),Shopee
Xiaomi Redmi 12C Ram 4 Rom 128GB (SECOND),999199,98.0,surabaya (kota),Shopee
SAMSUNG GALAXY A07 RAM 4/128 GB  GARANSI RESMI TERMURAH,1899000,54.0,sleman (kabupaten),Shopee
Vivo Y17s Ram 4/64GB | Ram 4/128GB | Ram 6/128GB ( Second ),1267199,314.0,surabaya (kota),Shopee
Samsung Galaxy A56 5G 8/256GB 12/256GB RAM 8GB 12GB ROM 256GB - Garansi Resmi SEIN 1 Tahun,6909000,553.0,surabaya (kota),Shopee
"HP Tecno Pova Neo 2 Ram 4GB Internal 128GB [Helio G85, 6.82"" HD+ 90Hz, NFC, 7000mAh 18W, Android 12] Garansi Resmi",1699000,29.0,pekanbaru (kota),Shopee
Xiaomi 12T 5g 8/256 Mulus Fullset Siap Lembur,3299000,75.0,surakarta (kota),Shopee
SAMSUNG GALAXY A55 5G 12/256 | 8/256 | 8/128 Garansi Resmi SAMSUNG INDONESIA Termurah,5151000,778.0,surabaya (kota),Shopee
"vivo V60 Lite 5G [BISA INSTAN AREA MALANG] 50MP Sony Camera, 6500 mAh + 90W FlashCharge, Bypass Charging, AI Four-Seasons, SGS 5-Star Drop Resistance",5299000,43.0,malang (kota),Shopee
Samsung A05s 6/128 Fullset Nominus Siap Lembur,1575000,88.0,surakarta (kota),Shopee
Infinix GT 30 Pro 5G RAM 8GB 256GB dan 12GB 256 Garansi Resmi,4799000,337.0,surabaya (kota),Shopee
Vivo Y29 Ram 6/128GB | Ram 8/128GB | Ram 8/256GB ( Second ),1699100,24.0,surabaya (kota),Shopee
"Samsung Galaxy A07 Lte 8/256 Gb | 6/128 Gb | 4/128 Gb | 4/64 Gb New Bergaransi Resmi Indonesia, Gratis Adaptor Samsung Ori 25W",1599000,8.0,surabaya (kota),Shopee
iP 11 64GB/128GB/BH 90% ATAS / ORIGINAL / FULLSET / SECOND LIKE NEW,3720000,734.0,jakarta barat (kota),Shopee
Samsung Galaxy A56 5G 8GB/256GB 12GB/256GB - Garansi Resmi,6449000,116.0,malang (kota),Shopee
Xiaomi Redmi 14C Ram 6/128GB | Ram 8/256GB,1699200,49.0,surabaya (kota),Shopee
Samsung A55 5G Ram 8/128GB | Ram 8/256GB | Ram 12/256GB (Second),4599199,162.0,surabaya (kota),Shopee
Samsung A54 5G 8/256GB // 8/128GB SEIN MULUS TERAWAT,3499000,19.0,sidoarjo (kabupaten),Shopee
iP 11 64GB/128GB/256GB Second Bergaransi Resmi,4599000,103.0,denpasar (kota),Shopee
Realme Note 80 4/64 4/128 4/64GB 4/128GB 4GB 64GB 128GB Garansi Resmi,1769000,123.0,denpasar (kota),Shopee
realme Note 80 | C71 | C85 Series Garansi Resmi Indonesia HP Android Official Store Murah Handphone,1701080,455.0,jakarta utara (kota),Shopee
Samsung Galaxy A56 5G 12/256GBOriginal Garansi Resmi Samsung Indonesia,7499000,17.0,mojokerto (kota),Shopee
POCO X7 PRO 5G 12/512GB XIAOMI POCO X7 PRO GARANSI RESMI,5450000,482.0,banjarmasin (kota),Shopee
Realme C71 4/128 6/128 8/128 | 4/128 6/128 8/128 Garansi Resmi,1969000,98.0,denpasar (kota),Shopee
Realme Note 70 4/64 Garansi Resmi Asli Baru,1700000,247.0,jember (kabupaten),Shopee
Xiaomi Redmi 13C Ram 6/128GB | Ram 8/256GB (Second),1512423,475.0,surabaya (kota),Shopee
"HP INFINIX NOTE 50 PRO 4G NFC 8/256,INFINIX NOTE 50 NFC 8/256GB (GARANSI RESMI INFINIX 1 TAHUN)",5500000,519.0,surabaya (kota),Shopee
Vivo Y28 Ram 6/128GB | Ram 8/128GB | Ram 8/256GB ( Second ),1799199,126.0,surabaya (kota),Shopee
iP XR 64GB/128GB/256GB/BERGARANSI  FULLSET ORIGINAL/SECOND LIKE NEW,2554000,246.0,jakarta barat (kota),Shopee
Samsung Galaxy A26 5G Ram 8/256Gb Garansi Resmi,4075000,147.0,kediri (kota),Shopee
Poco F6 5G 12/512 Garansi Resmi Xiaomi 100% Original,5749000,273.0,surabaya (kota),Shopee
SAMSUNG GALAXY A56 5G RAM 8GB I 256GB,6799000,128.0,samarinda (kota),Shopee
INFINIX SMART 20 8GB (4+4)/128 GB GARANSI RESMI,1549000,84.0,serang (kota),Shopee
realme 16 Pro 5G 12/256GB (12GB+14GB Extended RAM) 200MP Camera HP Android Official Store Handphone,6439080,32.0,jakarta utara (kota),Shopee
Ip 13 128GB/256GB/512GB Secondhand Like New Original Bergaransi,4950000,738.0,semarang (kota),Shopee
"vivo iQOO Neo 10, 7000 mAH + 120 watt,1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System,  144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle, NFC",5999000,711.0,tangerang (kabupaten),Shopee
iPhone 13 128gb/256gb second fullset ori,5199480,1000.0,jakarta barat (kota),Shopee
Samsung Z Flip 5 8/512 // 8/256 Sein Mulus Terawat,6899000,18.0,sidoarjo (kabupaten),Shopee
Xiaomi Redmi A3 4GB/128GB Second Fullset,1299100,78.0,surabaya (kota),Shopee
Samsung Galaxy S25 Ultra 12/256GB - Titanium Black | Hp AI | Galaxy AI | Snapdragon 8 Elite,19995300,110.0,jakarta utara (kota),Shopee
Samsung A06 Ram 4/64GB | Ram 4/128GB | Ram 6/128GB ( Second ),1480999,60.0,surabaya (kota),Shopee
Poco X7 Pro 5G 12/512 GB Garansi Resmi,5399000,194.0,sleman (kabupaten),Shopee
Vivo Y21d 4/128 6/128 8/128 4/128GB 6/128GB 8/128GB 4GB 6GB 8GB 128GB Garansi Resmi,2399000,73.0,denpasar (kota),Shopee
"[SALE] HP ANDROID XCOM X520 Selfie - HP Android 5"" - RAM 1GB ROM 8GB - HP ANDROID MURAH",250000,273.0,jakarta barat (kota),Shopee
handhpone V15 ram8 256GB 6.53-inch hp smartphone,779000,10.0,jakarta barat (kota),Shopee
Realme C11 Ram 2/32GB | Ram 3/32GB | Ram 4/64GB (SECOND),999199,388.0,surabaya (kota),Shopee
XIAOMI POCO M5 4/64GB 4/128GB 6/128GB NEW ORIGINAL100% INTER Sinyal Permanen Smartphone GARANSI UNIT 1 BULAN,949000,8.0,jakarta utara (kota),Shopee
SAMSUNG A54 5G RAM 8GB/128GB MULUS FULLSET,3245000,48.0,sidoarjo (kabupaten),Shopee
INFINIX SMART 10 4GB / 128GB | 4GB / 64GB | 6.67 INCH 120HZ| 5.000 MAH.,1699000,16.0,sidoarjo (kabupaten),Shopee
